img1,img2,label
mini/train/1081/aug_4658_aug_1468_1081_dog_0.jpg,mini/train/3576/3576_dog_4.jpg,0
mini/train/2626/2626_dog_1.jpg,mini/train/4049/4049_dog_1.jpg,0
mini/train/5770/5770_dog_8.jpg,mini/train/5326/5326_dog_0.jpg,0
mini/train/2727/2727_dog_1_aug0.jpg,mini/train/2727/2727_dog_2_aug1.jpg,1
mini/train/2805/2805_dog_4_aug1.jpg,mini/train/1077/1077_dog_3.jpg,0
mini/train/5187/5187_dog_2.jpg,mini/train/5108/5108_dog_3.jpg,0
mini/train/4877/4877_dog_2.jpg,mini/train/4877/4877_dog_3.jpg,1
mini/train/1423/1423_dog_3.jpg,mini/train/2690/2690_dog_4_aug1.jpg,0
mini/train/5870/5870_dog_11.jpg,mini/train/5870/5870_dog_5.jpg,1
mini/train/4903/4903_dog_4.jpg,mini/train/1439/1439_dog_1_aug3.jpg,0
mini/train/4877/4877_dog_6.jpg,mini/train/2015/2015_dog_4.jpg,0
mini/train/845/845_dog_3.jpg,mini/train/1794/1794_dog_9.jpg,0
mini/train/3277/3277_dog_3.jpg,mini/train/4362/4362_dog_5.jpg,0
mini/train/986/986_dog_3.jpg,mini/train/3759/3759_dog_3.jpg,0
mini/train/5111/5111_dog_9.jpg,mini/train/3013/3013_dog_2.jpg,0
mini/train/2114/2114_dog_3_aug0.jpg,mini/train/1018/aug_6452_1018_dog_1.jpg,0
mini/train/3291/3291_dog_2.jpg,mini/train/5316/5316_dog_2.jpg,0
mini/train/3277/3277_dog_4.jpg,mini/train/1464/1464_dog_2.jpg,0
mini/train/4110/4110_dog_0.jpg,mini/train/4110/4110_dog_2.jpg,1
mini/train/993/993_dog_2_aug1.jpg,mini/train/4125/4125_dog_5.jpg,0
mini/train/5080/5080_dog_11.jpg,mini/train/5080/5080_dog_4.jpg,1
mini/train/798/798_dog_0_aug3.jpg,mini/train/5166/5166_dog_13.jpg,0
mini/train/705/705_dog_2.jpg,mini/train/3118/3118_dog_3_aug1.jpg,0
mini/train/1630/1630_dog_2_aug0.jpg,mini/train/5033/5033_dog_3.jpg,0
mini/train/1476/1476_dog_0.jpg,mini/train/2091/2091_dog_1.jpg,0
mini/train/4454/4454_dog_0.jpg,mini/train/4454/4454_dog_1.jpg,1
mini/train/4877/4877_dog_6.jpg,mini/train/2005/2005_dog_2.jpg,0
mini/train/4110/4110_dog_6.jpg,mini/train/4831/4831_dog_2.jpg,0
mini/train/4488/4488_dog_2.jpg,mini/train/5460/5460_dog_6.jpg,0
mini/train/5680/5680_dog_6.jpg,mini/train/3244/3244_dog_1.jpg,0
mini/train/4472/4472_dog_2.jpg,mini/train/4472/4472_dog_4.jpg,1
mini/train/452/452_dog_0_aug0.jpg,mini/train/452/452_dog_2_aug1.jpg,1
mini/train/5471/5471_dog_0.jpg,mini/train/5471/5471_dog_1.jpg,1
mini/train/2972/2972_dog_4.jpg,mini/train/823/823_dog_2_aug0.jpg,0
mini/train/965/965_dog_2.jpg,mini/train/3491/3491_dog_0_aug1.jpg,0
mini/train/835/835_dog_1.jpg,mini/train/1645/1645_dog_1.jpg,0
mini/train/2216/2216_dog_0.jpg,mini/train/2216/2216_dog_2.jpg,1
mini/train/5230/5230_dog_1.jpg,mini/train/1439/1439_dog_1_aug3.jpg,0
mini/train/397/397_dog_3.jpg,mini/train/3185/3185_dog_3.jpg,0
mini/train/3902/3902_dog_3_aug1.jpg,mini/train/1393/1393_dog_2.jpg,0
mini/train/3564/3564_dog_3.jpg,mini/train/5108/5108_dog_13.jpg,0
mini/train/3616/3616_dog_0.jpg,mini/train/2272/2272_dog_0_aug1.jpg,0
mini/train/5234/5234_dog_5.jpg,mini/train/927/927_dog_0_aug1.jpg,0
mini/train/904/904_dog_3.jpg,mini/train/3082/3082_dog_3_aug0.jpg,0
mini/train/1287/1287_dog_2.jpg,mini/train/4576/4576_dog_1.jpg,0
mini/train/2015/2015_dog_5.jpg,mini/train/3244/3244_dog_2.jpg,0
mini/train/3279/3279_dog_2.jpg,mini/train/5938/5938_dog_8.jpg,0
mini/train/2618/2618_dog_2.jpg,mini/train/1645/1645_dog_0_aug1.jpg,0
mini/train/4598/4598_dog_2.jpg,mini/train/1971/1971_dog_0.jpg,0
mini/train/4507/4507_dog_0.jpg,mini/train/4289/4289_dog_1.jpg,0
mini/train/5819/5819_dog_11.jpg,mini/train/5819/5819_dog_4.jpg,1
mini/train/992/992_dog_0_aug0.jpg,mini/train/992/992_dog_2.jpg,1
mini/train/5587/5587_dog_0.jpg,mini/train/5587/5587_dog_5.jpg,1
mini/train/1928/1928_dog_2.jpg,mini/train/3938/3938_dog_3_aug0.jpg,0
mini/train/5505/5505_dog_9.jpg,mini/train/5595/5595_dog_0.jpg,0
mini/train/3063/3063_dog_0_aug1.jpg,mini/train/1000/1000_dog_3.jpg,0
mini/train/760/760_dog_2_aug2.jpg,mini/train/1565/1565_dog_3.jpg,0
mini/train/1355/1355_dog_0_aug3.jpg,mini/train/4903/4903_dog_0.jpg,0
mini/train/1393/1393_dog_3.jpg,mini/train/4362/4362_dog_5.jpg,0
mini/train/5234/5234_dog_6.jpg,mini/train/1582/1582_dog_0_aug3.jpg,0
mini/train/5722/5722_dog_8.jpg,mini/train/1060/aug_3302_1060_dog_0.jpg,0
mini/train/719/719_dog_1_aug0.jpg,mini/train/719/719_dog_1_aug3.jpg,1
mini/train/3852/3852_dog_1.jpg,mini/train/5505/5505_dog_2.jpg,0
mini/train/5875/5875_dog_8.jpg,mini/train/191/191_dog_3_aug3.jpg,0
mini/train/1346/1346_dog_0.jpg,mini/train/1346/1346_dog_0_aug2.jpg,1
mini/train/2931/2931_dog_5.jpg,mini/train/4882/4882_dog_3.jpg,0
mini/train/65/65_dog_1.jpg,mini/train/65/65_dog_1_aug2.jpg,1
mini/train/1343/1343_dog_0_aug2.jpg,mini/train/1889/1889_dog_0.jpg,0
mini/train/4882/4882_dog_2_aug0.jpg,mini/train/3852/3852_dog_3.jpg,0
mini/train/3574/3574_dog_0.jpg,mini/train/5349/5349_dog_2.jpg,0
mini/train/1320/1320_dog_0.jpg,mini/train/1789/1789_dog_11.jpg,0
mini/train/827/827_dog_2_aug3.jpg,mini/train/4824/4824_dog_4.jpg,0
mini/train/1708/1708_dog_0.jpg,mini/train/1708/1708_dog_2_aug1.jpg,1
mini/train/1169/aug_5118_1169_dog_0.jpg,mini/train/4693/4693_dog_0.jpg,0
mini/train/1846/1846_dog_2.jpg,mini/train/1846/1846_dog_5_aug0.jpg,1
mini/train/1759/1759_dog_2_aug0.jpg,mini/train/1759/1759_dog_3_aug2.jpg,1
mini/train/4768/4768_dog_7.jpg,mini/train/3470/3470_dog_3_aug1.jpg,0
mini/train/5472/5472_dog_4.jpg,mini/train/4102/4102_dog_2.jpg,0
mini/train/5499/5499_dog_5.jpg,mini/train/5499/5499_dog_6.jpg,1
mini/train/1582/1582_dog_2.jpg,mini/train/4828/4828_dog_5.jpg,0
mini/train/3226/3226_dog_1.jpg,mini/train/3226/3226_dog_2_aug0.jpg,1
mini/train/5355/5355_dog_8.jpg,mini/train/206/206_dog_2.jpg,0
mini/train/3635/3635_dog_2.jpg,mini/train/3635/3635_dog_3.jpg,1
mini/train/2973/2973_dog_4.jpg,mini/train/2602/2602_dog_4_aug1.jpg,0
mini/train/5706/5706_dog_11.jpg,mini/train/5706/5706_dog_5.jpg,1
mini/train/3048/3048_dog_2.jpg,mini/train/3048/3048_dog_4.jpg,1
mini/train/2602/2602_dog_1.jpg,mini/train/4162/4162_dog_3.jpg,0
mini/train/3770/3770_dog_3_aug0.jpg,mini/train/3560/3560_dog_4.jpg,0
mini/train/3337/3337_dog_2.jpg,mini/train/3337/3337_dog_5.jpg,1
mini/train/289/289_dog_0.jpg,mini/train/289/289_dog_1.jpg,1
mini/train/5807/5807_dog_0.jpg,mini/train/5807/5807_dog_3.jpg,1
mini/train/5666/5666_dog_1.jpg,mini/train/5666/5666_dog_8.jpg,1
mini/train/3691/3691_dog_2.jpg,mini/train/5680/5680_dog_10.jpg,0
mini/train/1789/1789_dog_7.jpg,mini/train/3063/3063_dog_3.jpg,0
mini/train/503/503_dog_2_aug2.jpg,mini/train/4831/4831_dog_0.jpg,0
mini/train/1335/1335_dog_0.jpg,mini/train/1335/1335_dog_2_aug1.jpg,1
mini/train/4828/4828_dog_5.jpg,mini/train/4487/4487_dog_5.jpg,0
mini/train/5720/5720_dog_2.jpg,mini/train/5720/5720_dog_7.jpg,1
mini/train/367/367_dog_1_aug2.jpg,mini/train/4543/4543_dog_0_aug3.jpg,0
mini/train/4442/4442_dog_0.jpg,mini/train/2727/2727_dog_2_aug2.jpg,0
mini/train/3547/3547_dog_2_aug2.jpg,mini/train/5905/5905_dog_0.jpg,0
mini/train/2996/2996_dog_4_aug1.jpg,mini/train/3118/3118_dog_0_aug0.jpg,0
mini/train/2208/2208_dog_2.jpg,mini/train/459/459_dog_2.jpg,0
mini/train/5349/5349_dog_3.jpg,mini/train/1243/1243_dog_0.jpg,0
mini/train/112/aug_6858_aug_5094_112_dog_0.jpg,mini/train/1079/aug_8654_1079_dog_3.jpg,0
mini/train/3339/3339_dog_1.jpg,mini/train/3339/3339_dog_2.jpg,1
mini/train/4196/4196_dog_3.jpg,mini/train/4196/4196_dog_4.jpg,1
mini/train/166/166_dog_1_aug2.jpg,mini/train/166/166_dog_2_aug1.jpg,1
mini/train/995/995_dog_3_aug3.jpg,mini/train/3742/3742_dog_0.jpg,0
mini/train/5817/5817_dog_8.jpg,mini/train/3814/3814_dog_0.jpg,0
mini/train/459/459_dog_0.jpg,mini/train/3802/3802_dog_1.jpg,0
mini/train/1466/1466_dog_2_aug3.jpg,mini/train/1466/1466_dog_3_aug0.jpg,1
mini/train/4457/4457_dog_0.jpg,mini/train/112/112_dog_1.jpg,0
mini/train/4170/4170_dog_2.jpg,mini/train/1243/1243_dog_0_aug1.jpg,0
mini/train/2215/2215_dog_5.jpg,mini/train/5817/5817_dog_1.jpg,0
mini/train/1925/1925_dog_3_aug1.jpg,mini/train/1925/1925_dog_4.jpg,1
mini/train/5491/5491_dog_9.jpg,mini/train/681/681_dog_3_aug3.jpg,0
mini/train/1810/1810_dog_0.jpg,mini/train/1810/1810_dog_10.jpg,1
mini/train/5316/5316_dog_5.jpg,mini/train/456/456_dog_2.jpg,0
mini/train/868/868_dog_3_aug0.jpg,mini/train/5170/5170_dog_1.jpg,0
mini/train/3013/3013_dog_2.jpg,mini/train/1893/1893_dog_2.jpg,0
mini/train/1759/1759_dog_2.jpg,mini/train/1759/1759_dog_2_aug0.jpg,1
mini/train/5858/5858_dog_8.jpg,mini/train/1645/1645_dog_0_aug1.jpg,0
mini/train/5515/5515_dog_6.jpg,mini/train/3490/3490_dog_4_aug1.jpg,0
mini/train/4471/4471_dog_1.jpg,mini/train/1666/1666_dog_2_aug0.jpg,0
mini/train/4188/4188_dog_1.jpg,mini/train/4188/4188_dog_5.jpg,1
mini/train/1825/1825_dog_0_aug0.jpg,mini/train/2236/2236_dog_2.jpg,0
mini/train/2744/2744_dog_1.jpg,mini/train/4170/4170_dog_5.jpg,0
mini/train/2234/2234_dog_5.jpg,mini/train/4705/4705_dog_3.jpg,0
mini/train/1605/1605_dog_2.jpg,mini/train/2768/2768_dog_0.jpg,0
mini/train/1666/1666_dog_1.jpg,mini/train/3678/3678_dog_4.jpg,0
mini/train/5681/5681_dog_0.jpg,mini/train/5681/5681_dog_4.jpg,1
mini/train/5770/5770_dog_1.jpg,mini/train/5770/5770_dog_3.jpg,1
mini/train/2140/2140_dog_1.jpg,mini/train/2140/2140_dog_2_aug1.jpg,1
mini/train/4727/4727_dog_3.jpg,mini/train/5905/5905_dog_6.jpg,0
mini/train/5858/5858_dog_8.jpg,mini/train/904/904_dog_1.jpg,0
mini/train/5624/5624_dog_3.jpg,mini/train/5624/5624_dog_6.jpg,1
mini/train/5499/5499_dog_4.jpg,mini/train/5499/5499_dog_6.jpg,1
mini/train/459/459_dog_3_aug0.jpg,mini/train/1780/1780_dog_10.jpg,0
mini/train/5747/5747_dog_0.jpg,mini/train/5747/5747_dog_5.jpg,1
mini/train/2831/2831_dog_5.jpg,mini/train/2234/2234_dog_2.jpg,0
mini/train/3095/3095_dog_5_aug0.jpg,mini/train/5111/5111_dog_5.jpg,0
mini/train/463/463_dog_3.jpg,mini/train/348/348_dog_2_aug2.jpg,0
mini/train/109/109_dog_1.jpg,mini/train/3289/3289_dog_3.jpg,0
mini/train/3587/3587_dog_0.jpg,mini/train/3587/3587_dog_5.jpg,1
mini/train/109/aug_2412_109_dog_3.jpg,mini/train/3701/3701_dog_2_aug1.jpg,0
mini/train/4345/4345_dog_3.jpg,mini/train/347/347_dog_3.jpg,0
mini/train/3752/3752_dog_4.jpg,mini/train/167/167_dog_1_aug1.jpg,0
mini/train/3995/3995_dog_3.jpg,mini/train/3995/3995_dog_6.jpg,1
mini/train/1540/1540_dog_1_aug1.jpg,mini/train/1645/1645_dog_0.jpg,0
mini/train/5858/5858_dog_1.jpg,mini/train/1018/aug_9061_1018_dog_1.jpg,0
mini/train/2534/2534_dog_1.jpg,mini/train/4234/4234_dog_7.jpg,0
mini/train/4432/4432_dog_7.jpg,mini/train/4001/4001_dog_5.jpg,0
mini/train/348/348_dog_3.jpg,mini/train/2005/2005_dog_1_aug1.jpg,0
mini/train/1762/1762_dog_0_aug0.jpg,mini/train/1762/1762_dog_1.jpg,1
mini/train/1776/1776_dog_0.jpg,mini/train/1776/1776_dog_4.jpg,1
mini/train/1203/1203_dog_0_aug1.jpg,mini/train/2115/2115_dog_4.jpg,0
mini/train/2172/2172_dog_2.jpg,mini/train/1335/1335_dog_1.jpg,0
mini/train/4831/4831_dog_7.jpg,mini/train/1343/1343_dog_3.jpg,0
mini/train/5361/5361_dog_1.jpg,mini/train/5361/5361_dog_3.jpg,1
mini/train/719/719_dog_3.jpg,mini/train/583/583_dog_0_aug3.jpg,0
mini/train/4576/4576_dog_5_aug1.jpg,mini/train/5326/5326_dog_7.jpg,0
mini/train/5374/5374_dog_2.jpg,mini/train/5374/5374_dog_4.jpg,1
mini/train/4102/4102_dog_5.jpg,mini/train/5161/5161_dog_5.jpg,0
mini/train/4289/4289_dog_5.jpg,mini/train/3854/3854_dog_3_aug1.jpg,0
mini/train/2621/2621_dog_2.jpg,mini/train/53/53_dog_2_aug3.jpg,0
mini/train/3842/3842_dog_0.jpg,mini/train/5962/5962_dog_10.jpg,0
mini/train/4196/4196_dog_3.jpg,mini/train/5187/5187_dog_10.jpg,0
mini/train/3814/3814_dog_2_aug2.jpg,mini/train/1698/1698_dog_0.jpg,0
mini/train/4138/4138_dog_1.jpg,mini/train/5315/5315_dog_7.jpg,0
mini/train/231/231_dog_2.jpg,mini/train/231/231_dog_3_aug2.jpg,1
mini/train/835/835_dog_1.jpg,mini/train/835/835_dog_2_aug2.jpg,1
mini/train/3165/3165_dog_4.jpg,mini/train/3289/3289_dog_5.jpg,0
mini/train/112/112_dog_1.jpg,mini/train/2301/2301_dog_2_aug0.jpg,0
mini/train/779/779_dog_3_aug1.jpg,mini/train/2928/2928_dog_0.jpg,0
mini/train/2062/2062_dog_2.jpg,mini/train/5547/5547_dog_9.jpg,0
mini/train/989/989_dog_0_aug2.jpg,mini/train/989/989_dog_1.jpg,1
mini/train/5166/5166_dog_3.jpg,mini/train/5166/5166_dog_8.jpg,1
mini/train/5720/5720_dog_2.jpg,mini/train/1217/1217_dog_1.jpg,0
mini/train/4966/4966_dog_0.jpg,mini/train/4966/4966_dog_5.jpg,1
mini/train/1666/1666_dog_1.jpg,mini/train/1666/1666_dog_3.jpg,1
mini/train/231/231_dog_1.jpg,mini/train/4824/4824_dog_7.jpg,0
mini/train/1978/1978_dog_0.jpg,mini/train/2534/2534_dog_2_aug1.jpg,0
mini/train/823/823_dog_2.jpg,mini/train/823/823_dog_2_aug0.jpg,1
mini/train/131/131_dog_3_aug3.jpg,mini/train/1409/1409_dog_2_aug1.jpg,0
mini/train/2599/2599_dog_0.jpg,mini/train/2599/2599_dog_5.jpg,1
mini/train/986/986_dog_0_aug0.jpg,mini/train/452/452_dog_0.jpg,0
mini/train/754/754_dog_0.jpg,mini/train/754/754_dog_3_aug3.jpg,1
mini/train/2435/2435_dog_0_aug0.jpg,mini/train/2435/2435_dog_5.jpg,1
mini/train/649/649_dog_2.jpg,mini/train/649/649_dog_3.jpg,1
mini/train/2812/2812_dog_5.jpg,mini/train/4461/4461_dog_1.jpg,0
mini/train/14/14_dog_2.jpg,mini/train/779/779_dog_3_aug2.jpg,0
mini/train/1759/1759_dog_3_aug2.jpg,mini/train/1762/1762_dog_1.jpg,0
mini/train/2782/2782_dog_3.jpg,mini/train/2727/2727_dog_3_aug3.jpg,0
mini/train/5472/5472_dog_2.jpg,mini/train/1393/1393_dog_3_aug2.jpg,0
mini/train/3828/3828_dog_0.jpg,mini/train/3828/3828_dog_2.jpg,1
mini/train/2621/2621_dog_3_aug0.jpg,mini/train/5488/5488_dog_4.jpg,0
mini/train/535/535_dog_0_aug3.jpg,mini/train/535/535_dog_1_aug0.jpg,1
mini/train/5440/5440_dog_5.jpg,mini/train/5440/5440_dog_9.jpg,1
mini/train/3022/3022_dog_0.jpg,mini/train/4122/4122_dog_4.jpg,0
mini/train/5681/5681_dog_0.jpg,mini/train/5681/5681_dog_7.jpg,1
mini/train/2908/2908_dog_0.jpg,mini/train/1217/1217_dog_2_aug3.jpg,0
mini/train/1978/1978_dog_4_aug1.jpg,mini/train/2666/2666_dog_3.jpg,0
mini/train/2821/2821_dog_3.jpg,mini/train/4515/4515_dog_2.jpg,0
mini/train/4380/4380_dog_4.jpg,mini/train/3013/3013_dog_0.jpg,0
mini/train/2169/2169_dog_2_aug0.jpg,mini/train/5871/5871_dog_2.jpg,0
mini/train/82/82_dog_0.jpg,mini/train/82/82_dog_3_aug2.jpg,1
mini/train/1698/1698_dog_0.jpg,mini/train/1698/1698_dog_1_aug1.jpg,1
mini/train/5505/5505_dog_5.jpg,mini/train/559/559_dog_0.jpg,0
mini/train/2831/2831_dog_1.jpg,mini/train/5817/5817_dog_11.jpg,0
mini/train/5007/5007_dog_1.jpg,mini/train/446/446_dog_2.jpg,0
mini/train/4870/4870_dog_1.jpg,mini/train/2982/2982_dog_3.jpg,0
mini/train/2560/2560_dog_0_aug2.jpg,mini/train/1320/1320_dog_3_aug0.jpg,0
mini/train/3642/3642_dog_1.jpg,mini/train/3642/3642_dog_1_aug2.jpg,1
mini/train/3204/3204_dog_2.jpg,mini/train/3204/3204_dog_2_aug1.jpg,1
mini/train/1893/1893_dog_2.jpg,mini/train/5170/5170_dog_4.jpg,0
mini/train/5720/5720_dog_2.jpg,mini/train/3938/3938_dog_4_aug1.jpg,0
mini/train/1978/1978_dog_5_aug0.jpg,mini/train/1320/1320_dog_3_aug0.jpg,0
mini/train/4378/4378_dog_3.jpg,mini/train/2768/2768_dog_0.jpg,0
mini/train/4878/4878_dog_0.jpg,mini/train/4878/4878_dog_7.jpg,1
mini/train/5938/5938_dog_1.jpg,mini/train/2435/2435_dog_4.jpg,0
mini/train/4472/4472_dog_0.jpg,mini/train/4463/4463_dog_3.jpg,0
mini/train/5598/5598_dog_1.jpg,mini/train/1454/1454_dog_1.jpg,0
mini/train/1099/1099_dog_0.jpg,mini/train/1099/1099_dog_3.jpg,1
mini/train/3337/3337_dog_2.jpg,mini/train/4389/4389_dog_7.jpg,0
mini/train/3868/3868_dog_0.jpg,mini/train/3868/3868_dog_5.jpg,1
mini/train/615/615_dog_1_aug3.jpg,mini/train/3802/3802_dog_4_aug1.jpg,0
mini/train/993/993_dog_3.jpg,mini/train/993/993_dog_3_aug3.jpg,1
mini/train/1893/1893_dog_0.jpg,mini/train/1893/1893_dog_2.jpg,1
mini/train/2785/2785_dog_0.jpg,mini/train/2785/2785_dog_3_aug0.jpg,1
mini/train/3702/3702_dog_2.jpg,mini/train/2983/2983_dog_5.jpg,0
mini/train/1346/1346_dog_0_aug2.jpg,mini/train/2931/2931_dog_3_aug1.jpg,0
mini/train/2002/2002_dog_1_aug1.jpg,mini/train/2002/2002_dog_3.jpg,1
mini/train/3804/3804_dog_3.jpg,mini/train/3804/3804_dog_4.jpg,1
mini/train/1287/1287_dog_2_aug2.jpg,mini/train/2465/2465_dog_3.jpg,0
mini/train/2587/2587_dog_1.jpg,mini/train/411/411_dog_2_aug3.jpg,0
mini/train/1477/1477_dog_2_aug1.jpg,mini/train/2828/2828_dog_4.jpg,0
mini/train/572/572_dog_3_aug1.jpg,mini/train/5547/5547_dog_7.jpg,0
mini/train/833/833_dog_0_aug0.jpg,mini/train/1252/1252_dog_2_aug3.jpg,0
mini/train/1684/1684_dog_1.jpg,mini/train/4853/4853_dog_2.jpg,0
mini/train/5770/5770_dog_6.jpg,mini/train/2767/2767_dog_3_aug1.jpg,0
mini/train/3852/3852_dog_5.jpg,mini/train/3470/3470_dog_3.jpg,0
mini/train/1978/1978_dog_4.jpg,mini/train/1971/1971_dog_3_aug2.jpg,0
mini/train/2973/2973_dog_4.jpg,mini/train/289/289_dog_2.jpg,0
mini/train/568/568_dog_0.jpg,mini/train/568/568_dog_2_aug0.jpg,1
mini/train/3185/3185_dog_0_aug1.jpg,mini/train/3702/3702_dog_2.jpg,0
mini/train/3792/3792_dog_2.jpg,mini/train/2880/2880_dog_1_aug1.jpg,0
mini/train/3547/3547_dog_2.jpg,mini/train/2626/2626_dog_2_aug1.jpg,0
mini/train/4195/4195_dog_3.jpg,mini/train/5315/5315_dog_4.jpg,0
mini/train/843/843_dog_0_aug1.jpg,mini/train/843/843_dog_1.jpg,1
mini/train/411/411_dog_0.jpg,mini/train/5437/5437_dog_3.jpg,0
mini/train/2843/2843_dog_0_aug1.jpg,mini/train/2843/2843_dog_5.jpg,1
mini/train/2767/2767_dog_3.jpg,mini/train/411/411_dog_0.jpg,0
mini/train/4487/4487_dog_1.jpg,mini/train/4487/4487_dog_4.jpg,1
mini/train/4160/4160_dog_0.jpg,mini/train/71/71_dog_0_aug2.jpg,0
mini/train/3842/3842_dog_0.jpg,mini/train/1346/1346_dog_0.jpg,0
